Vehicle_Type,TollBoothID,Lane_Type,Vehicle_Dimensions,Geographical_Location,Vehicle_Speed,Fraud_indicator,state,month,time-of-day
Bus ,C-103,Express,Large,"13.059816123454882, 77.77068662374292",68,Not Fraud,Karnataka,10,3
Car,A-101,Regular,Small,"13.059816123454882, 77.77068662374292",96,Not Fraud,Karnataka,11,18
Motorcycle,D-105,Regular,Small,"13.059816123454882, 77.77068662374292",46,Not Fraud,Karnataka,11,10
Truck,C-103,Regular,Large,"13.059816123454882, 77.77068662374292",81,Not Fraud,Karnataka,12,1
Van,B-102,Express,Medium,"13.059816123454882, 77.77068662374292",60,Not Fraud,Karnataka,12,16
Sedan,A-101,Regular,Medium,"13.059816123454882, 77.77068662374292",88,Not Fraud,Karnataka,1,8
SUV,B-102,Express,Large,"13.059816123454882, 77.77068662374292",53,Not Fraud,Karnataka,1,23
Bus ,C-103,Regular,Large,"13.059816123454882, 77.77068662374292",77,Not Fraud,Karnataka,2,15
Car,A-101,Express,Small,"13.059816123454882, 77.77068662374292",64,Not Fraud,Karnataka,2,6
Motorcycle,D-105,Regular,Small,"13.059816123454882, 77.77068662374292",91,Not Fraud,Karnataka,3,21
Truck,C-103,Express,Large,"13.059816123454882, 77.77068662374292",50,Not Fraud,Karnataka,4,13
Van,B-102,Regular,Medium,"13.059816123454882, 77.77068662374292",75,Not Fraud,Karnataka,4,4
Sedan,A-101,Express,Medium,"13.059816123454882, 77.77068662374292",59,Not Fraud,Karnataka,5,20
SUV,B-102,Regular,Large,"13.059816123454882, 77.77068662374292",84,Not Fraud,Karnataka,5,11
Bus ,C-103,Express,Large,"13.059816123454882, 77.77068662374292",66,Not Fraud,Karnataka,6,3
Car,A-101,Regular,Small,"13.059816123454882, 77.77068662374292",93,Not Fraud,Karnataka,6,18
Motorcycle,D-105,Regular,Small,"13.059816123454882, 77.77068662374292",45,Not Fraud,Karnataka,7,9
Truck,C-103,Regular,Large,"13.059816123454882, 77.77068662374292",80,Not Fraud,Karnataka,8,1
Van,B-102,Express,Medium,"13.059816123454882, 77.77068662374292",62,Not Fraud,Karnataka,8,16
Sedan,A-101,Regular,Medium,"13.059816123454882, 77.77068662374292",86,Not Fraud,Karnataka,9,8
SUV,B-102,Express,Large,"13.059816123454882, 77.77068662374292",51,Not Fraud,Karnataka,9,23
Bus ,C-103,Regular,Large,"13.059816123454882, 77.77068662374292",73,Fraud,Karnataka,10,14
Car,A-101,Express,Small,"13.059816123454882, 77.77068662374292",56,Not Fraud,Karnataka,10,6
Motorcycle,D-105,Regular,Small,"13.059816123454882, 77.77068662374292",82,Not Fraud,Karnataka,11,21
Truck,C-103,Express,Large,"13.059816123454882, 77.77068662374292",70,Not Fraud,Karnataka,11,13
Van,B-102,Regular,Medium,"13.059816123454882, 77.77068662374292",97,Not Fraud,Karnataka,12,4
Sedan,A-101,Express,Medium,"13.059816123454882, 77.77068662374292",47,Not Fraud,Karnataka,1,20
SUV,B-102,Regular,Large,"13.059816123454882, 77.77068662374292",84,Fraud,Karnataka,1,11
Bus ,C-103,Express,Large,"13.059816123454882, 77.77068662374292",65,Not Fraud,Karnataka,2,2
Car,A-101,Regular,Small,"13.059816123454882, 77.77068662374292",92,Not Fraud,Karnataka,2,18
Motorcycle,D-105,Regular,Small,"13.059816123454882, 77.77068662374292",53,Not Fraud,Karnataka,3,9
Truck,C-103,Regular,Large,"13.059816123454882, 77.77068662374292",79,Not Fraud,Karnataka,3,1
Van,B-102,Express,Medium,"13.059816123454882, 77.77068662374292",61,Not Fraud,Karnataka,4,16
Sedan,A-101,Regular,Medium,"13.059816123454882, 77.77068662374292",89,Not Fraud,Karnataka,5,7
SUV,B-102,Express,Large,"13.059816123454882, 77.77068662374292",44,Not Fraud,Karnataka,5,23
Bus ,C-103,Regular,Large,"13.059816123454882, 77.77068662374292",78,Not Fraud,Karnataka,6,14
Car,A-101,Express,Small,"13.059816123454882, 77.77068662374292",67,Not Fraud,Karnataka,6,6
Motorcycle,D-105,Regular,Small,"13.059816123454882, 77.77068662374292",95,Not Fraud,Karnataka,7,21
Truck,C-103,Express,Large,"13.059816123454882, 77.77068662374292",55,Fraud,Karnataka,7,13
Van,B-102,Regular,Medium,"13.059816123454882, 77.77068662374292",80,Not Fraud,Karnataka,8,4
Sedan,A-101,Express,Medium,"13.059816123454882, 77.77068662374292",62,Not Fraud,Karnataka,8,19
SUV,B-102,Regular,Large,"13.059816123454882, 77.77068662374292",87,Not Fraud,Karnataka,9,11
Bus ,C-103,Express,Large,"13.059816123454882, 77.77068662374292",47,Not Fraud,Karnataka,10,2
Car,A-101,Regular,Small,"13.059816123454882, 77.77068662374292",73,Not Fraud,Karnataka,10,18
Motorcycle,D-105,Regular,Small,"13.059816123454882, 77.77068662374292",68,Not Fraud,Karnataka,11,9
Truck,C-103,Regular,Large,"13.059816123454882, 77.77068662374292",91,Not Fraud,Karnataka,11,0
Van,B-102,Express,Medium,"13.059816123454882, 77.77068662374292",52,Not Fraud,Karnataka,12,16
Sedan,A-101,Regular,Medium,"13.059816123454882, 77.77068662374292",82,Not Fraud,Karnataka,12,7
SUV,B-102,Express,Large,"13.059816123454882, 77.77068662374292",56,Fraud,Karnataka,1,23
Bus ,C-103,Regular,Large,"13.059816123454882, 77.77068662374292",84,Not Fraud,Karnataka,1,14
Car,A-101,Express,Small,"13.059816123454882, 77.77068662374292",69,Not Fraud,Karnataka,2,6
Motorcycle,D-105,Regular,Small,"13.059816123454882, 77.77068662374292",94,Not Fraud,Karnataka,2,21
Truck,C-103,Express,Large,"13.059816123454882, 77.77068662374292",49,Not Fraud,Karnataka,3,12
Van,B-102,Regular,Medium,"13.059816123454882, 77.77068662374292",76,Not Fraud,Karnataka,3,4
Sedan,A-101,Express,Medium,"13.059816123454882, 77.77068662374292",63,Not Fraud,Karnataka,4,19
SUV,B-102,Regular,Large,"13.059816123454882, 77.77068662374292",88,Not Fraud,Karnataka,4,11
Bus ,C-103,Express,Large,"13.059816123454882, 77.77068662374292",74,Not Fraud,Karnataka,5,2
Car,A-101,Regular,Small,"13.059816123454882, 77.77068662374292",96,Not Fraud,Karnataka,6,17
Motorcycle,D-105,Regular,Small,"13.059816123454882, 77.77068662374292",61,Not Fraud,Karnataka,6,9
Truck,C-103,Regular,Large,"13.059816123454882, 77.77068662374292",85,Fraud,Karnataka,7,0
Van,B-102,Express,Medium,"13.059816123454882, 77.77068662374292",52,Not Fraud,Karnataka,7,16
Sedan,A-101,Regular,Medium,"13.059816123454882, 77.77068662374292",79,Fraud,Karnataka,8,7
SUV,B-102,Express,Large,"13.059816123454882, 77.77068662374292",66,Not Fraud,Karnataka,8,23
Bus ,C-103,Regular,Large,"13.059816123454882, 77.77068662374292",90,Not Fraud,Karnataka,9,14
Car,A-101,Express,Small,"13.059816123454882, 77.77068662374292",48,Not Fraud,Karnataka,9,5
Motorcycle,D-105,Regular,Small,"13.059816123454882, 77.77068662374292",77,Not Fraud,Karnataka,10,21
Truck,C-103,Express,Large,"13.042660878688794, 77.47580097259879",60,Not Fraud,Karnataka,9,2
Van,B-102,Regular,Medium,"13.042660878688794, 77.47580097259879",83,Not Fraud,Karnataka,9,17
Sedan,A-101,Express,Medium,"13.042660878688794, 77.47580097259879",71,Fraud,Karnataka,10,9
SUV,B-102,Regular,Large,"13.042660878688794, 77.47580097259879",97,Not Fraud,Karnataka,10,0
Bus ,C-103,Express,Large,"13.042660878688794, 77.47580097259879",46,Not Fraud,Karnataka,11,16
Car,A-101,Regular,Small,"13.042660878688794, 77.47580097259879",81,Not Fraud,Karnataka,11,7
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",64,Not Fraud,Karnataka,12,22
Truck,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",93,Not Fraud,Karnataka,12,14
Van,B-102,Express,Medium,"13.042660878688794, 77.47580097259879",57,Fraud,Karnataka,1,5
Sedan,A-101,Regular,Medium,"13.042660878688794, 77.47580097259879",86,Not Fraud,Karnataka,1,21
SUV,B-102,Express,Large,"13.042660878688794, 77.47580097259879",87,Not Fraud,Karnataka,2,12
Bus ,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",88,Not Fraud,Karnataka,2,3
Car,A-101,Express,Small,"13.042660878688794, 77.47580097259879",89,Fraud,Karnataka,3,19
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",90,Not Fraud,Karnataka,4,10
Truck,C-103,Express,Large,"13.042660878688794, 77.47580097259879",91,Fraud,Karnataka,4,2
Van,B-102,Regular,Medium,"13.042660878688794, 77.47580097259879",92,Not Fraud,Karnataka,5,17
Sedan,A-101,Express,Medium,"13.042660878688794, 77.47580097259879",93,Not Fraud,Karnataka,5,8
SUV,B-102,Regular,Large,"13.042660878688794, 77.47580097259879",66,Not Fraud,Karnataka,6,0
Bus ,C-103,Express,Large,"13.042660878688794, 77.47580097259879",67,Not Fraud,Karnataka,6,15
Car,A-101,Regular,Small,"13.042660878688794, 77.47580097259879",68,Fraud,Karnataka,7,7
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",69,Not Fraud,Karnataka,8,22
Truck,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",70,Not Fraud,Karnataka,8,13
Van,B-102,Express,Medium,"13.042660878688794, 77.47580097259879",71,Not Fraud,Karnataka,9,5
Sedan,A-101,Regular,Medium,"13.042660878688794, 77.47580097259879",72,Not Fraud,Karnataka,9,20
SUV,B-102,Express,Large,"13.042660878688794, 77.47580097259879",73,Not Fraud,Karnataka,10,12
Bus ,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",74,Fraud,Karnataka,10,3
Car,A-101,Express,Small,"13.042660878688794, 77.47580097259879",75,Not Fraud,Karnataka,11,18
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",76,Not Fraud,Karnataka,11,10
Truck,C-103,Express,Large,"13.042660878688794, 77.47580097259879",77,Not Fraud,Karnataka,12,1
Van,B-102,Regular,Medium,"13.042660878688794, 77.47580097259879",78,Fraud,Karnataka,12,17
Sedan,A-101,Express,Medium,"13.042660878688794, 77.47580097259879",79,Not Fraud,Karnataka,1,8
SUV,B-102,Regular,Large,"13.042660878688794, 77.47580097259879",80,Not Fraud,Karnataka,1,23
Bus ,C-103,Express,Large,"13.042660878688794, 77.47580097259879",81,Not Fraud,Karnataka,2,15
Car,A-101,Regular,Small,"13.042660878688794, 77.47580097259879",82,Not Fraud,Karnataka,3,6
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",83,Not Fraud,Karnataka,3,22
Truck,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",84,Not Fraud,Karnataka,4,13
Van,B-102,Express,Medium,"13.042660878688794, 77.47580097259879",85,Not Fraud,Karnataka,4,4
Sedan,A-101,Regular,Medium,"13.042660878688794, 77.47580097259879",86,Not Fraud,Karnataka,5,20
SUV,B-102,Express,Large,"13.042660878688794, 77.47580097259879",40,Not Fraud,Karnataka,5,11
Bus ,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",41,Not Fraud,Karnataka,6,2
Car,A-101,Express,Small,"13.042660878688794, 77.47580097259879",42,Fraud,Karnataka,7,18
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",43,Not Fraud,Karnataka,7,9
Truck,C-103,Express,Large,"13.042660878688794, 77.47580097259879",44,Not Fraud,Karnataka,8,1
Van,B-102,Regular,Medium,"13.042660878688794, 77.47580097259879",45,Not Fraud,Karnataka,8,16
Sedan,A-101,Express,Medium,"13.042660878688794, 77.47580097259879",46,Not Fraud,Karnataka,9,8
SUV,B-102,Regular,Large,"13.042660878688794, 77.47580097259879",47,Not Fraud,Karnataka,9,23
Bus ,C-103,Express,Large,"13.042660878688794, 77.47580097259879",45,Not Fraud,Karnataka,10,14
Car,A-101,Regular,Small,"13.042660878688794, 77.47580097259879",50,Not Fraud,Karnataka,10,6
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",55,Not Fraud,Karnataka,11,21
Truck,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",48,Not Fraud,Karnataka,11,13
Van,B-102,Express,Medium,"13.042660878688794, 77.47580097259879",60,Fraud,Karnataka,12,4
Sedan,A-101,Regular,Medium,"13.042660878688794, 77.47580097259879",42,Not Fraud,Karnataka,1,19
SUV,B-102,Express,Large,"13.042660878688794, 77.47580097259879",57,Not Fraud,Karnataka,1,11
Bus ,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",49,Not Fraud,Karnataka,2,2
Car,A-101,Express,Small,"13.042660878688794, 77.47580097259879",52,Not Fraud,Karnataka,2,18
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",46,Not Fraud,Karnataka,3,9
Truck,C-103,Express,Large,"13.042660878688794, 77.47580097259879",58,Not Fraud,Karnataka,3,1
Van,B-102,Regular,Medium,"13.042660878688794, 77.47580097259879",53,Not Fraud,Karnataka,4,16
Sedan,A-101,Express,Medium,"13.042660878688794, 77.47580097259879",47,Not Fraud,Karnataka,5,7
SUV,B-102,Regular,Large,"13.042660878688794, 77.47580097259879",51,Not Fraud,Karnataka,5,23
Bus ,C-103,Express,Large,"13.042660878688794, 77.47580097259879",44,Not Fraud,Karnataka,6,14
Car,A-101,Regular,Small,"13.042660878688794, 77.47580097259879",59,Not Fraud,Karnataka,6,6
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",54,Not Fraud,Karnataka,7,21
Truck,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",43,Not Fraud,Karnataka,7,12
Van,B-102,Express,Medium,"13.042660878688794, 77.47580097259879",56,Not Fraud,Karnataka,8,4
Sedan,A-101,Regular,Medium,"13.042660878688794, 77.47580097259879",50,Not Fraud,Karnataka,8,19
SUV,B-102,Express,Large,"13.042660878688794, 77.47580097259879",45,Not Fraud,Karnataka,9,11
Bus ,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",55,Not Fraud,Karnataka,10,2
Car,A-101,Express,Small,"13.042660878688794, 77.47580097259879",48,Not Fraud,Karnataka,10,18
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",60,Not Fraud,Karnataka,11,9
Truck,C-103,Express,Large,"13.042660878688794, 77.47580097259879",42,Not Fraud,Karnataka,11,0
Van,B-102,Regular,Medium,"13.042660878688794, 77.47580097259879",57,Not Fraud,Karnataka,12,16
Sedan,A-101,Express,Medium,"13.042660878688794, 77.47580097259879",49,Not Fraud,Karnataka,12,7
SUV,B-102,Regular,Large,"13.042660878688794, 77.47580097259879",52,Not Fraud,Karnataka,1,23
Bus ,C-103,Express,Large,"13.042660878688794, 77.47580097259879",46,Fraud,Karnataka,1,14
Car,A-101,Regular,Small,"13.042660878688794, 77.47580097259879",58,Fraud,Karnataka,2,5
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",53,Not Fraud,Karnataka,2,21
Truck,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",47,Not Fraud,Karnataka,3,12
Van,B-102,Express,Medium,"13.042660878688794, 77.47580097259879",51,Not Fraud,Karnataka,3,4
Sedan,A-101,Regular,Medium,"13.042660878688794, 77.47580097259879",44,Fraud,Karnataka,4,19
SUV,B-102,Express,Large,"13.042660878688794, 77.47580097259879",59,Not Fraud,Karnataka,5,10
Bus ,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",54,Not Fraud,Karnataka,5,2
Car,A-101,Express,Small,"13.042660878688794, 77.47580097259879",43,Not Fraud,Karnataka,6,17
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",56,Not Fraud,Karnataka,6,9
Truck,C-103,Express,Large,"13.042660878688794, 77.47580097259879",50,Not Fraud,Karnataka,7,0
Van,B-102,Regular,Medium,"13.042660878688794, 77.47580097259879",45,Fraud,Karnataka,7,15
Sedan,A-101,Express,Medium,"13.042660878688794, 77.47580097259879",55,Not Fraud,Karnataka,8,7
SUV,B-102,Regular,Large,"13.042660878688794, 77.47580097259879",48,Not Fraud,Karnataka,9,22
Bus ,C-103,Express,Large,"13.042660878688794, 77.47580097259879",60,Not Fraud,Kerala,9,14
Car,A-101,Regular,Small,"13.042660878688794, 77.47580097259879",42,Not Fraud,Kerala,10,5
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",57,Not Fraud,Kerala,10,21
Truck,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",49,Not Fraud,Kerala,11,12
Van,B-102,Express,Medium,"13.042660878688794, 77.47580097259879",52,Not Fraud,Kerala,11,3
Sedan,A-101,Regular,Medium,"13.042660878688794, 77.47580097259879",46,Not Fraud,Kerala,12,19
SUV,B-102,Express,Large,"13.042660878688794, 77.47580097259879",58,Fraud,Kerala,12,10
Bus ,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",53,Not Fraud,Kerala,1,2
Car,A-101,Express,Small,"13.042660878688794, 77.47580097259879",47,Not Fraud,Kerala,1,17
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",51,Not Fraud,Kerala,2,8
Truck,C-103,Express,Large,"13.042660878688794, 77.47580097259879",44,Not Fraud,Kerala,2,0
Van,B-102,Regular,Medium,"13.042660878688794, 77.47580097259879",59,Not Fraud,Kerala,3,15
Sedan,A-101,Express,Medium,"13.042660878688794, 77.47580097259879",54,Not Fraud,Karnataka,1,23
SUV,B-102,Regular,Large,"13.042660878688794, 77.47580097259879",43,Not Fraud,Kerala,2,14
Bus ,C-103,Express,Large,"13.042660878688794, 77.47580097259879",56,Not Fraud,Kerala,2,5
Car,A-101,Regular,Small,"13.042660878688794, 77.47580097259879",50,Fraud,Kerala,3,21
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",45,Not Fraud,Kerala,4,12
Truck,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",55,Not Fraud,Kerala,4,3
Van,B-102,Express,Medium,"13.042660878688794, 77.47580097259879",48,Not Fraud,Kerala,5,19
Sedan,A-101,Regular,Medium,"13.042660878688794, 77.47580097259879",60,Not Fraud,Kerala,5,10
SUV,B-102,Express,Large,"13.042660878688794, 77.47580097259879",42,Not Fraud,Kerala,6,2
Bus ,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",57,Not Fraud,Kerala,6,17
Car,A-101,Express,Small,"13.042660878688794, 77.47580097259879",49,Not Fraud,Kerala,7,8
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",52,Not Fraud,Kerala,7,0
Truck,C-103,Express,Large,"13.042660878688794, 77.47580097259879",46,Not Fraud,Kerala,8,15
Van,B-102,Regular,Medium,"13.042660878688794, 77.47580097259879",58,Not Fraud,Karnataka,9,6
Sedan,A-101,Express,Medium,"13.042660878688794, 77.47580097259879",53,Fraud,Kerala,9,22
SUV,B-102,Regular,Large,"13.042660878688794, 77.47580097259879",47,Not Fraud,Kerala,10,13
Bus ,C-103,Express,Large,"13.042660878688794, 77.47580097259879",51,Not Fraud,Kerala,10,5
Car,A-101,Regular,Small,"13.042660878688794, 77.47580097259879",44,Not Fraud,Kerala,11,20
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",59,Not Fraud,Kerala,11,11
Truck,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",54,Fraud,Kerala,12,3
Van,B-102,Express,Medium,"13.042660878688794, 77.47580097259879",43,Not Fraud,Kerala,12,18
Sedan,A-101,Regular,Medium,"13.042660878688794, 77.47580097259879",56,Not Fraud,Kerala,1,10
SUV,B-102,Express,Large,"13.042660878688794, 77.47580097259879",50,Not Fraud,Kerala,1,2
Bus ,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",45,Fraud,Kerala,2,17
Car,A-101,Express,Small,"13.042660878688794, 77.47580097259879",55,Not Fraud,Kerala,3,9
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",48,Not Fraud,Kerala,3,0
Truck,C-103,Express,Large,"13.042660878688794, 77.47580097259879",60,Not Fraud,Karnataka,4,15
Van,B-102,Regular,Medium,"13.042660878688794, 77.47580097259879",42,Not Fraud,Kerala,4,7
Sedan,A-101,Express,Medium,"13.042660878688794, 77.47580097259879",57,Not Fraud,Kerala,5,22
SUV,B-102,Regular,Large,"13.042660878688794, 77.47580097259879",49,Not Fraud,Kerala,5,13
Bus ,C-103,Express,Large,"13.042660878688794, 77.47580097259879",52,Not Fraud,Kerala,6,5
Car,A-101,Regular,Small,"13.042660878688794, 77.47580097259879",46,Fraud,Kerala,6,20
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",58,Not Fraud,Kerala,7,12
Truck,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",53,Not Fraud,Kerala,8,3
Van,B-102,Express,Medium,"13.042660878688794, 77.47580097259879",47,Not Fraud,Kerala,8,18
Sedan,A-101,Regular,Medium,"13.042660878688794, 77.47580097259879",51,Not Fraud,Kerala,9,10
SUV,B-102,Express,Large,"13.042660878688794, 77.47580097259879",44,Not Fraud,Kerala,9,1
Bus ,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",59,Fraud,Kerala,10,16
Car,A-101,Express,Small,"13.042660878688794, 77.47580097259879",54,Not Fraud,Kerala,10,8
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",43,Not Fraud,Karnataka,11,23
Truck,C-103,Express,Large,"13.042660878688794, 77.47580097259879",56,Not Fraud,Kerala,11,15
Van,B-102,Regular,Medium,"13.042660878688794, 77.47580097259879",50,Not Fraud,Kerala,12,6
Sedan,A-101,Express,Medium,"13.042660878688794, 77.47580097259879",45,Not Fraud,Kerala,1,21
SUV,B-102,Regular,Large,"13.042660878688794, 77.47580097259879",55,Not Fraud,Kerala,1,13
Bus ,C-103,Express,Large,"13.042660878688794, 77.47580097259879",48,Not Fraud,Kerala,2,4
Car,A-101,Regular,Small,"13.042660878688794, 77.47580097259879",60,Not Fraud,Kerala,2,20
Motorcycle,D-106,Regular,Small,"13.042660878688794, 77.47580097259879",40,Not Fraud,Kerala,3,11
Truck,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",62,Not Fraud,Kerala,3,2
Van,B-102,Express,Medium,"13.042660878688794, 77.47580097259879",38,Not Fraud,Kerala,4,18
Sedan,A-101,Regular,Medium,"13.042660878688794, 77.47580097259879",65,Not Fraud,Kerala,5,9
SUV,B-102,Express,Large,"13.042660878688794, 77.47580097259879",42,Not Fraud,Kerala,5,1
Bus ,C-103,Regular,Large,"13.042660878688794, 77.47580097259879",55,Not Fraud,Kerala,6,16
